1.000000000000000048e-04 1.000381901459616696e+00
1.019406140805150109e-04 1.000389304342732100e+00
1.039188879911249439e-04 1.000396985862203492e+00
1.059355525637953327e-04 1.000405063474981260e+00
1.079913528131197194e-04 1.000413088224030966e+00
1.100870482115497612e-04 1.000420259550457880e+00
1.122234129699664369e-04 1.000425739013716786e+00
1.144012363236962261e-04 1.000428652582839195e+00
1.166213228240771290e-04 1.000428092945314651e+00
1.188844926356840320e-04 1.000423440472370640e+00
1.211915818393209307e-04 1.000415632281514533e+00
1.235434427408936629e-04 1.000406154227019284e+00
1.259409441862764493e-04 1.000396554081789180e+00
1.283849718822888629e-04 1.000388444366573149e+00
1.308764287239017965e-04 1.000383488845993041e+00
1.334162351277930203e-04 1.000382704597267303e+00
1.360053293723759952e-04 1.000385278834196923e+00
1.386446679444271136e-04 1.000390044141940660e+00
1.413352258924399543e-04 1.000395784933875820e+00
1.440779971868363289e-04 1.000401235484289053e+00
1.468739950871682384e-04 1.000405119470916260e+00
1.497242525164447439e-04 1.000406990979761268e+00
1.526298224427247283e-04 1.000407693367048267e+00
1.555917782681132935e-04 1.000408217443191639e+00
1.586112142253079740e-04 1.000409595418730646e+00
1.616892457818401281e-04 1.000412900285438944e+00
1.648270100521610478e-04 1.000419134694569889e+00
1.680256662177251705e-04 1.000428102907791938e+00
1.712863959552254889e-04 1.000438528312452613e+00
1.746104038731392609e-04 1.000449043188107678e+00
1.779989179567455411e-04 1.000458222311240597e+00
1.814531900217784897e-04 1.000464591496642797e+00
1.849744961768847839e-04 1.000466927217775304e+00
1.885641372950552948e-04 1.000465843056068227e+00
1.922234394942045851e-04 1.000462922299381052e+00
1.959537546270795599e-04 1.000459821664737126e+00
1.997564607806704990e-04 1.000458267261493450e+00
2.036329627853186242e-04 1.000460029546762941e+00
2.075846927337003959e-04 1.000466382430134971e+00
2.116131105098844006e-04 1.000476633925627246e+00
2.157197043286549821e-04 1.000489505532185630e+00
2.199059912853022184e-04 1.000503665680912091e+00
2.241735179160808818e-04 1.000517727152605563e+00
2.285238607695461968e-04 1.000530287172638033e+00
2.329586269889765131e-04 1.000540528281167019e+00
2.374794549060990309e-04 1.000548930242654899e+00
2.420880146463370711e-04 1.000556188161412674e+00
2.467860087458031049e-04 1.000563025927894589e+00
2.515751727802654396e-04 1.000570196854876581e+00
2.564572760063192278e-04 1.000578439719613133e+00
2.614341220150030861e-04 1.000588055186852676e+00
2.665075493980969775e-04 1.000598779395682758e+00
2.716794324273519409e-04 1.000610296142788957e+00
2.769516817469004134e-04 1.000622275991407850e+00
2.823262450791038823e-04 1.000634377541554709e+00
2.878051079440982398e-04 1.000646295801217223e+00
2.933902943933028480e-04 1.000658049142699513e+00
2.990838677571637147e-04 1.000669904432526680e+00
3.048879314074081194e-04 1.000682146403005790e+00
3.108046295340912259e-04 1.000695071755589582e+00
3.168361479377222669e-04 1.000708985327452227e+00
3.229847148367634142e-04 1.000724130978401405e+00
3.292526016907965092e-04 1.000740447024808022e+00
3.356421240396704445e-04 1.000757733597439803e+00
3.421556423589239390e-04 1.000775781803881603e+00
3.487955629318178021e-04 1.000794373905930845e+00
3.555643387382842208e-04 1.000813290496394004e+00
3.624644703611294445e-04 1.000832395737547564e+00
3.694985069098216863e-04 1.000851800654223966e+00
3.766690469622063623e-04 1.000871680830909938e+00
3.839787395244966418e-04 1.000892219159030372e+00
3.914302850098930848e-04 1.000913606129409716e+00
3.990264362361950869e-04 1.000936027048482169e+00
4.067699994427718914e-04 1.000959553392273049e+00
4.146638353272696052e-04 1.000984055079562340e+00
4.227108601024336890e-04 1.001009370647263363e+00
4.309140465734480753e-04 1.001035331628107539e+00
4.392764252361694107e-04 1.001061762618123296e+00
4.478010853966854412e-04 1.001088498329671506e+00
4.564911763125925680e-04 1.001115485086742085e+00
4.653499083564233293e-04 1.001142790123985105e+00
4.743805542016517416e-04 1.001170490593378037e+00
4.835864500317141389e-04 1.001198666655566560e+00
4.929709967724922549e-04 1.001227401613473900e+00
5.025376613487144567e-04 1.001256781749068958e+00
5.122899779647383531e-04 1.001286895237927022e+00
5.222315494101892807e-04 1.001317832879029313e+00
5.323660483909356186e-04 1.001349689231913143e+00
5.426972188858909373e-04 1.001382562826141687e+00
5.532288775301544542e-04 1.001416555430927113e+00
5.639649150249797464e-04 1.001451761701017684e+00
5.749092975751190267e-04 1.001488243208024098e+00
5.860660683540516898e-04 1.001526050375203925e+00
5.974393489976511555e-04 1.001565235668878229e+00
6.090333411268366659e-04 1.001605853718727124e+00
6.208523278997751197e-04 1.001647957379614873e+00
6.329006755942033447e-04 1.001691566081037710e+00
6.451828352204590960e-04 1.001736623026687090e+00
6.577033441658131866e-04 1.001783052954992481e+00
6.704668278707130507e-04 1.001830776971236459e+00
6.834780015375550811e-04 1.001879712358278107e+00
6.967416718726147972e-04 1.001929775767394171e+00
7.102627388617911101e-04 1.001980902428309506e+00
7.240461975807946067e-04 1.002033055841583753e+00
7.380971400404810062e-04 1.002086200848810282e+00
7.524207570679850802e-04 1.002140300276104679e+00
7.670223402243639974e-04 1.002195315930842323e+00
7.819072837594537393e-04 1.002251242143752163e+00
7.970810866046621835e-04 1.002308242084103407e+00
8.125493544044342688e-04 1.002366635196903610e+00
8.283178015871404867e-04 1.002426762085531387e+00
8.443922534761528435e-04 1.002488978335213776e+00
8.607786484418890284e-04 1.002553645903021540e+00
8.774830400956200489e-04 1.002620996954654675e+00
8.945115995258458123e-04 1.002690752378138761e+00
9.118706175780854142e-04 1.002762336446550107e+00
9.295665071788839027e-04 1.002835142573700544e+00
9.476058057049498249e-04 1.002908535745448804e+00
9.659951773982377926e-04 1.002981863298575416e+00
9.847414158279238754e-04 1.003054562240805803e+00
1.003851446400143461e-03 1.003126351262888072e+00
1.023332328916438201e-03 1.003197032436025316e+00
1.043191260181852579e-03 1.003266396646205649e+00
1.063435576663643647e-03 1.003334222974050061e+00
1.084072757201584147e-03 1.003400339767065885e+00
1.105110425770865473e-03 1.003464988894667398e+00
1.126556354298615314e-03 1.003529165820803204e+00
1.148418465535069703e-03 1.003594042930913144e+00
1.170704835980478694e-03 1.003660847781775223e+00
1.193423698868784771e-03 1.003730864335263595e+00
1.216583447209236687e-03 1.003805289523306277e+00
1.240192636886992784e-03 1.003884624116662350e+00
1.264259989823933320e-03 1.003968514949828750e+00
1.288794397200774232e-03 1.004056511667166474e+00
1.313804922741740886e-03 1.004148141509754177e+00
1.339300806062966457e-03 1.004242905940330832e+00
1.365291466085875437e-03 1.004340234509411900e+00
1.391786504516807563e-03 1.004439351496143162e+00
1.418795709394168447e-03 1.004539309179061535e+00
1.446329058704415998e-03 1.004639106674187543e+00
1.474396724068212502e-03 1.004737691971683944e+00
