0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -5.3753466 -0.5991085 0.0760613 -0.2432896 0.0294514 0.0127926 -0.0168380 0.0005551 0.0000000 0.0000000 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -11.1184635 -0.7384128 -0.4816621 -0.0749057 0.1881152 0.1141508 -0.0959385 0.0499422 0.7557110 -0.0404227 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -7.7498911 -0.5197898 0.0931400 -0.0466777 0.0661855 -0.0158538 0.0106464 -0.0006546 0.0000000 0.0000000 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -10.4112965 -0.6858545 -0.3059304 -0.0393266 0.1323297 0.0394115 -0.0343462 0.0307961 0.5604810 0.1071880 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -9.5790327 -0.1151098 0.2850718 -0.0085934 -0.0071096 -0.0214616 -0.0085605 -0.0025382 0.0000000 0.0000000 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -10.7581489 -0.2463121 0.0369199 -0.0419533 0.0080415 -0.0053108 -0.0211155 0.0088809 0.3223660 0.0081469 
0.1365123 0.0237818 69.7000000 0.9710000 2.2710000e-09 -12.1921796 1.1768130 -0.0173968 -0.0180164 0.0041449 -0.0020457 -0.0033804 0.0033233 0.1490500 0.0367685 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -12.4871706 1.1031263 -0.1065865 -0.0483025 -0.0050360 -0.0041924 -0.0019084 0.0027096 0.3209340 0.0603398 
0.1365123 0.0237818 69.7000000 0.9710000 2.2710000e-09 -12.7604235 1.0624620 -0.1312109 -0.0211225 0.0249717 0.0145005 -0.0182570 0.0146534 0.2772740 0.0678489 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -13.3642023 0.9149693 -0.3010819 -0.0674224 0.0195222 0.0183525 -0.0228302 0.0191827 0.5119200 0.0463760 
0.1365123 0.0237818 69.7000000 0.9710000 2.2710000e-09 -13.8852384 0.8629250 -0.3032077 0.0116317 0.0802401 0.0478591 -0.0436320 0.0318695 0.4430880 0.0235708 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -15.0397872 0.5903862 -0.5980129 -0.0451165 0.0922157 0.0665554 -0.0612767 0.0459175 0.7169040 -0.1587070 
0.1365123 0.0237818 69.7000000 0.9710000 2.2710000e-09 -15.9353324 0.5635641 -0.5144016 0.1262299 0.1907143 0.1051073 -0.0833014 0.0518674 0.6555890 -0.1058460 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -17.8915361 0.1095894 -0.9761725 0.0742242 0.2440632 0.1556725 -0.1284891 0.0819652 0.8050130 -0.6306700 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -14.1775541 0.7977877 -0.4314297 -0.0926456 -0.0054088 -0.0072854 0.0099509 -0.0071761 0.0000000 0.0000000 
0.1382270 0.0225070 68.9800000 0.9690000 2.4420000e-09 -8.3031280 1.9088645 0.7651875 0.0991692 -0.0008576 -0.0080708 -0.0116641 0.0082247 0.0000000 0.0000000 
