1.000000000000000048e-04 1.000351035209729345e+00
1.019406140805150109e-04 1.000346099011760970e+00
1.039188879911249439e-04 1.000345160180599713e+00
1.059355525637953327e-04 1.000347204096920573e+00
1.079913528131197194e-04 1.000351163001250709e+00
1.100870482115497612e-04 1.000355925433352722e+00
1.122234129699664369e-04 1.000360336063628841e+00
1.144012363236962261e-04 1.000363401735746560e+00
1.166213228240771290e-04 1.000365069049600653e+00
1.188844926356840320e-04 1.000365581708989593e+00
1.211915818393209307e-04 1.000365193205257963e+00
1.235434427408936629e-04 1.000364167290026529e+00
1.259409441862764493e-04 1.000362778643342443e+00
1.283849718822888629e-04 1.000361319152361261e+00
1.308764287239017965e-04 1.000360107455658731e+00
1.334162351277930203e-04 1.000359477873761227e+00
1.360053293723759952e-04 1.000359778789251086e+00
1.386446679444271136e-04 1.000361373112436336e+00
1.413352258924399543e-04 1.000364618511074166e+00
1.440779971868363289e-04 1.000369450547941463e+00
1.468739950871682384e-04 1.000375183604773177e+00
1.497242525164447439e-04 1.000381054159332983e+00
1.526298224427247283e-04 1.000386266835048055e+00
1.555917782681132935e-04 1.000389994632705726e+00
1.586112142253079740e-04 1.000391454768069677e+00
1.616892457818401281e-04 1.000390665743989604e+00
1.648270100521610478e-04 1.000388334083319286e+00
1.680256662177251705e-04 1.000385217094511781e+00
1.712863959552254889e-04 1.000382103385667687e+00
1.746104038731392609e-04 1.000379810286590176e+00
1.779989179567455411e-04 1.000379072245402678e+00
1.814531900217784897e-04 1.000379966937392062e+00
1.849744961768847839e-04 1.000382248962825571e+00
1.885641372950552948e-04 1.000385660971508717e+00
1.922234394942045851e-04 1.000389935192592672e+00
1.959537546270795599e-04 1.000394794578545410e+00
1.997564607806704990e-04 1.000399985620032517e+00
2.036329627853186242e-04 1.000405363630845645e+00
2.075846927337003959e-04 1.000410809069155915e+00
2.116131105098844006e-04 1.000416197371578164e+00
2.157197043286549821e-04 1.000421398713587706e+00
2.199059912853022184e-04 1.000426280008227975e+00
2.241735179160808818e-04 1.000430737128296332e+00
2.285238607695461968e-04 1.000434730273062289e+00
2.329586269889765131e-04 1.000438227302798522e+00
2.374794549060990309e-04 1.000441194514621879e+00
2.420880146463370711e-04 1.000443596903561660e+00
2.467860087458031049e-04 1.000445414810648526e+00
2.515751727802654396e-04 1.000446800304020334e+00
2.564572760063192278e-04 1.000448115541659355e+00
2.614341220150030861e-04 1.000449751343728488e+00
2.665075493980969775e-04 1.000452114936730474e+00
2.716794324273519409e-04 1.000455627632598432e+00
2.769516817469004134e-04 1.000460649038660055e+00
2.823262450791038823e-04 1.000467035352318623e+00
2.878051079440982398e-04 1.000474271646230706e+00
2.933902943933028480e-04 1.000481812765832812e+00
