0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.9415390 0.9716060 1.0155741 0.9742435 0.9934667 0.9985102 0.9984885 1.0009940 0.0000000 0.8666667
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.5878535 0.9710090 0.9898912 0.9873894 1.0019970 1.0031548 0.9950049 1.0032436 0.8483760 0.8983057
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.7792614 0.9512289 0.9939039 0.9872847 1.0060802 1.0023551 1.0000025 0.9992813 0.0000000 0.8666667
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.6164181 0.9472759 0.9757375 0.9891571 1.0087757 1.0046694 0.9977455 1.0009133 0.3767840 0.8632309
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.6403378 0.9507583 1.0029740 1.0029071 1.0031180 0.9966855 1.0005431 1.0004688 0.0000000 0.8666667
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.5697835 0.9470484 0.9909575 1.0013007 1.0040474 0.9979427 0.9995553 1.0012237 0.2560380 0.9821060
0.4717800 1.1409000 0.4850000 0.4733333 0.8288838 0.3886489 1.0584177 0.9987042 0.9990298 1.0002158 0.9999030 0.9998432 1.0001534 0.1254020 0.8826843
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.3730773 1.0545222 0.9940152 0.9974686 0.9997605 0.9998047 0.9999032 1.0001243 0.2807210 0.9050376
0.4717800 1.1409000 0.4850000 0.4733333 0.8288838 0.3587382 1.0525289 0.9929859 0.9990495 1.0013495 1.0007468 0.9991023 1.0007176 0.2699220 0.9345995
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.3271073 1.0448546 0.9842464 0.9967814 1.0011641 1.0010004 0.9988184 1.0009777 0.5378140 0.9506935
0.4717800 1.1409000 0.4850000 0.4733333 0.8288838 0.3000993 1.0425739 0.9846509 1.0009851 1.0041573 1.0023905 0.9978340 1.0015985 0.4648310 0.9120215
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.2402075 1.0286033 0.9696828 0.9982495 1.0048011 1.0033159 0.9969792 1.0022686 0.6906490 0.6215493
0.4717800 1.1409000 0.4850000 0.4733333 0.8288838 0.1945138 1.0281759 0.9746379 1.0067637 1.0093975 1.0050820 0.9959672 1.0025007 0.5956840 0.6189160
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.0944556 1.0052316 0.9515664 1.0045061 1.0123120 1.0077818 0.9934976 1.0041690 0.8604090 0.1102413
0.5207714 0.5035000 0.4490000 0.4600000 1.1688908 0.2910862 1.0398442 0.9782789 0.9951431 0.9994535 0.9993929 1.0007781 0.9994772 0.0000000 0.8666667
